,YEAR,SOCIETY,1L_MS,2L_MS,3L_MS,NO_MS,LINE
1,1901,NVR,HM,,,1," Dr. A. Toepler, Geh. Hofrat, in Dresden seit 1868 
"
2,1901,NVR,HM,,,2," Dr. G. Schweinfurth, in Berlin „ 1872 
"
3,1901,NVR,HM,,,3," Dr. K. Berg, Prof. und Direktor des National-Museums in Buenos Aires „ 1881 
"
4,1901,NVR,HM,,,4," Dr. H. Wild, wirkl. Staatsrat und Akademiker in Zürich „ 1885 
"
5,1901,NVR,HM,,,5," G. Schweder sen., Staatsrat, in Riga „ 1887 
"
6,1901,NVR,HM,,,6," Dr. Fr. Schmidt, wirkl. Staatsrat, Akademiker, in St. Petersburg seit 1890 
"
7,1901,NVR,HM,,,7," Dr. A. Beketow, Geheimrat, Akad., in St. Petersburg . . „ 1893 
"
8,1901,NVR,HM,,,8," Dr. 0. v. Struve, wirkl. Geheimrat, in Karlsruhe .... „ 1894 
"
9,1901,NVR,HM,,,9," Ed. Angelbeck, Kaufmann, Riga Stifter ,, 1895 
"
10,1901,NVR,HM,,,10," Dr. K. v. Mercklin, Geheimrat, in St. Petersburg, Stifter „ 1895 
"
11,1901,NVR,HM,,,11," Dr. R. Blasius, Professor, in Braunschweig 1895 
"
12,1901,NVR,HM,,,12," Dr. 0. Drude, Geh. Hofrat, Professor, in Dresden ... ,, 1895 
"
13,1901,NVR,HM,,,13," Dr. A. Jentzsch, Professor, in Königsberg 1895 
"
14,1901,NVR,HM,,,14," Dr. E. Mach, Professor, in Wien 1895 
"
15,1901,NVR,HM,,,15," Dr. D. Mendelejew, Geheimrat, Prof., in St. Petersburg . „ 1895 
"
16,1901,NVR,HM,,,16," Dr. K. Möbius, Geh. Hofrat, Professor, in Berlin ... ,, 1895 
"
17,1901,NVR,HM,,,17," Dr. A. Nehring, Professor, in Berlin 1895 
"
18,1901,NVR,HM,,,18," Dr. G. Neumayr, Geh. Admiralitätsrat, in Hamburg ... ,, 1895 
"
19,1901,NVR,HM,,,19," Dr. A. v. Oettingen, wirkl. Staatsrat, Professor, in Leipzig „ 1895 
"
20,1901,NVR,HM,,,20," Dr. W. Ostwald, Geheimrat, Professor, in Leipzig ... „ 1895 
"
21,1901,NVR,HM,,,21," Dr. G. Radde, Geheimrat, in Tiflis 1895 
"
22,1901,NVR,HM,,,22," Dr. A. Schell, Professor, in Wien 1895 
"
23,1901,NVR,HM,,,23," Dr. L. Stieda, Geh. Medizinalrat, Prof., in Königsberg . „ 1895 
"
24,1901,NVR,HM,,,24," Dr. A. Wojeikow, wirkl. Staatsrat, Prof., in St. Petersburg ,, 1895 
"
