,YEAR,SOCIETY,1L_MS,2L_MS,3L_MS,NO_MS,LINE
1,1903,NVR,HM,,,1," Dr. A. Toepler, Geh. Hofrat, in Dresden seit 1868 
"
2,1903,NVR,HM,,,2," Dr. 6. Schweinfurth, in Berlin „ 1872 
"
3,1903,NVR,HM,,,3," G. Schweder sen., Staatsrat, in Riga „ 1887 
"
4,1903,NVR,HM,,,4," Dr. Fr. Schmidt, Wirkl. Staatsrat, Akademiker, in St. Petersburg ,> 1890 
"
5,1903,NVR,HM,,,5," Dr. 0. v. Struve, Wirkl. Geheimrat, in Karlsruhe ... „ 1894 
"
6,1903,NVR,HM,,,6," Dr. K. v. Mercklin, Geheimrat, in St. Petersburg, Stifter „ 1895 
"
7,1903,NVR,HM,,,7," Dr. R. Blasius, Professor, in Braunschweig , 1895 
"
8,1903,NVR,HM,,,8," Dr. 0. Drude, Geh. Hofrat, Professor, in Dresden ... „ 1895 
"
9,1903,NVR,HM,,,9," Dr. A. ientzsch, Professor, in Königsberg 1995 
"
10,1903,NVR,HM,,,10," Dr. E. Mach, Professor, in Wien 1895 
"
11,1903,NVR,HM,,,11," Dr. D. Mendelejew, Geheimrat, Professor, in St. Petersburg „ 1895 
"
12,1903,NVR,HM,,,12," Dr. K. Möbius, Geh. Hofrat, Professor, in Berlin ... „ 1895 
"
13,1903,NVR,HM,,,13," Dr. A. Nehring, Professor, in Berlin 1895 
"
14,1903,NVR,HM,,,14," Dr. 6. Neumayr, Wirkl. Geheimrat, in Neustadt (Pfalz) . „ 1895 
"
15,1903,NVR,HM,,,15," Dr. A. v. Oettingen, Wirkl. Staatsrat, Professor, in Leipzig „ 1895 
"
16,1903,NVR,HM,,,16," Dr. W. Ostwald, Geheimrat, Professor, in Leipzig ... „ 1895 
"
17,1903,NVR,HM,,,17," Dr. A. Schell, Professor, in Wien 1895 
"
18,1903,NVR,HM,,,18," Dr. L. Stieda, Geh. Medizinalrat, Prof., in Königsberg . „ 1895 
"
19,1903,NVR,HM,,,19," Dr. A. Wojeikow, Wirkl. Staatsrat, Prof., in St. Petersburg „ 1895 
"
20,1903,NVR,HM,,,20," M. Rykatschew, Generalmajor, Direktor des Nikolai-Obser­vatoriums, in St. Petersburg 1899 
"
21,1903,NVR,HM,,,21," Th. Grönberg. Wirkl. Staatsrat 1900 
"
22,1903,NVR,HM,,,22," Le Jolis, Direktor der Naturf. Gesell, zu Cherbourg . . „ 1901 
"
23,1903,NVR,HM,,,23," A. Werner, Oberl., Direktor der meteorol. Station, in Riga „ 1902 
"
24,1903,NVR,HM,,,24," E. v. Klein, Kollegienrat Stifter „ 1902 
"
25,1903,NVR,CM,,,1," A. Diercke, Regierungs- und Schulrat, in Schleswig . . . seit 1869 
"
26,1903,NVR,CM,,,2," E. Krüger, Staatsrat, in Mitau 1869 
"
27,1903,NVR,CM,,,3," P. Ascherson, Professor, in Berlin 1870 
"
28,1903,NVR,CM,,,4," A. Brandt, Wirkl. Staatsrat, Professor, in Charkow ... „ 1871 
"
29,1903,NVR,CM,,,5," H. v. Berg, Generalmajor, in Riga „ 1872 
"
30,1903,NVR,CM,,,6," K. v. Kuhn, Ingenieur-Obrist, in Riga „ 1873 
"
31,1903,NVR,CM,,,7," F. Sintenis, Staatsrat, in Jurjew 1891 ii- 127 -
"
32,1903,NVR,CM,,,8," K. Grev6, Oberlehrer, in Moskau seit 1892 
"
33,1903,NVR,CM,,,9," L. v. Siruve, Dr., Professor, in Charkow „ 1895 
"
34,1903,NVR,CM,,,10," A. Beck, Dr., Professor, in Zürich 1898 
"
35,1903,NVR,CM,,,11," 6. Schweder, Kaufmann, in St. Petersburg ,, 1899 
"
36,1903,NVR,CM,,,12," Aug. v. Mickwitz, Ingenieur, in Reval „ 1901 
"
37,1903,NVR,CM,,,13," J. Borodin, Dr., Wirkl. Staatsrat, Prof., in St. Petersburg „ 1901 
"
38,1903,NVR,CM,,,14," G. Schneider, Dr. zool., in Reval 1901 
"
39,1903,NVR,CM,,,15," Wilh. Petersen, Mag., Staatsrat, Realschuldirektor, in Reval ,, 1902 
"
40,1903,NVR,CM,,,16," Alex. Berteis, Dr. phil., in Bonn 1903 
"
41,1903,NVR,ConM,,,1," Fr. Haacke, Lehrer seit 1866 
"
42,1903,NVR,ConM,,,2," Hoyningen von Huene, auf Lechts, Estland 1867 
"
